source,target,edge_type,evidence,config_gates,confidence,detail
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:184,,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::ensure_conversation_session,src/web_domain/sessions.py::ConversationSessionService,CONSTRUCT,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:213,,HIGH,ConversationSessionService
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preflight,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:405,,HIGH,load_manifest
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::load_manifest,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:427,,HIGH,load_manifest
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient,CONSTRUCT,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:448,,HIGH,HpAgentClient
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::environment_record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:458,,HIGH,environment_record
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::main,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:618,__name__ == '__main__',HIGH,main
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preserve_interrupted_workspace,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:163,staged.returncode == 1,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::prepare_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:175,exists,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::prepare_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:177,NOT exists,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:188,staged.returncode == 1,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::ensure_conversation_session,src/web_domain/sessions.py::ConversationSessionService.get_or_create_active,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:214,,MEDIUM,service.get_or_create_active
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::environment_record,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git_value,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:388,,HIGH,git_value
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::environment_record,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git_value,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:389,,HIGH,git_value
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::environment_record,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::utc_now,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:390,,HIGH,utc_now
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::completed_keys,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:457,,HIGH,completed_keys
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::manifest_digest,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:458,,HIGH,manifest_digest
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::main,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preflight,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:612,args.command == 'preflight',HIGH,preflight
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::main,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:614,NOT args.command == 'preflight',HIGH,run
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::main,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::parser,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:610,,HIGH,parser
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preserve_interrupted_workspace,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:147,,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preserve_interrupted_workspace,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:164,"git(workspace, 'status', '--porcelain').stdout.strip()",HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::prepare_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:173,,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:189,,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.create_conversation,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.headers,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:284,,MEDIUM,self.headers
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.submit,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.headers,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:294,,MEDIUM,self.headers
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preflight,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::manifest_digest,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:410,,HIGH,manifest_digest
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::utc_now,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:474,,HIGH,utc_now
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::classify_failure,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:519,,HIGH,classify_failure
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::append_record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:570,,HIGH,append_record
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::preserve_interrupted_workspace,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:123,"not git(workspace, 'status', '--porcelain').stdout.strip()",HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:190,,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.create_conversation,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:489,,MEDIUM,client.create_conversation
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::ensure_conversation_session,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:490,,HIGH,ensure_conversation_session
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::prepare_session_branch,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:495,,HIGH,prepare_session_branch
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::safe_materialize,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:496,,HIGH,safe_materialize
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::file_hashes,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:497,,HIGH,file_hashes
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::utc_now,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:504,,HIGH,utc_now
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.submit,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:506,,MEDIUM,client.submit
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.wait,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:508,,MEDIUM,client.wait
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::HpAgentClient.answer,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:510,,MEDIUM,client.answer
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::operation_metrics,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:513,,HIGH,operation_metrics
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::file_hashes,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:520,,HIGH,file_hashes
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::utc_now,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:567,,HIGH,utc_now
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::grade,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:512,run_payload.get('status') == 'completed',HIGH,grade
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::run,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:532,task_dir is not None and base_branch is not None,HIGH,finalize_session_branch
scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::finalize_session_branch,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py::git,CALL,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:193,,HIGH,git
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::docker_services,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::command,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:126,,HIGH,command
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::provider_connectivity,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::command,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:157,,HIGH,command
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::worker_loaded_current_config,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::command,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:171,,HIGH,command
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::worker_loaded_current_config,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::command,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:175,,HIGH,command
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::provision_runtime,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::load_runtime,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:271,,HIGH,load_runtime
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::provision_runtime,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::save_runtime,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:294,,HIGH,save_runtime
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::dotenv,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:299,,HIGH,dotenv
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::effective_config,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:300,,HIGH,effective_config
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::database_urls,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:301,,HIGH,database_urls
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:307,,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:308,,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:309,,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:310,,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:314,,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:326,,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:390,,HIGH,check_environment
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::print_report,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:391,,HIGH,print_report
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::latest_pilot_rows,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:450,,HIGH,latest_pilot_rows
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::stream_command,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:476,,HIGH,stream_command
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::command,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:488,,HIGH,command
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::main,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:515,,HIGH,execute
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::main,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:519,__name__ == '__main__',HIGH,main
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::docker_services,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:307,,HIGH,docker_services
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::api_check,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:308,,HIGH,api_check
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::database_check,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:309,,HIGH,database_check
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:322,checks['docker_services']['ok'],HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:324,NOT checks['docker_services']['ok'],HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:328,checks['docker_services']['ok'] and provider_config_ok,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:330,NOT checks['docker_services']['ok'] and provider_config_ok,HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:340,NOT provision and checks['api_ready']['ok'] and checks['database_roles']['ok'],HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::stream_command,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:436,,HIGH,stream_command
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::retryable_pilot_strategies,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:447,,HIGH,retryable_pilot_strategies
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::main,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:509,args.command == 'check',HIGH,check_environment
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::main,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::print_report,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:510,args.command == 'check',HIGH,print_report
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::worker_loaded_current_config,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:322,checks['docker_services']['ok'],HIGH,worker_loaded_current_config
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::provider_connectivity,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:328,checks['docker_services']['ok'] and provider_config_ok,HIGH,provider_connectivity
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::provision_runtime,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:334,provision and checks['api_ready']['ok'] and checks['database_roles']['ok'],HIGH,provision_runtime
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::login,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:335,provision and checks['api_ready']['ok'] and checks['database_roles']['ok'],HIGH,login
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:336,provision and checks['api_ready']['ok'] and checks['database_roles']['ok'],HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::retryable_pilot_strategies,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::latest_pilot_rows,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:384,,HIGH,latest_pilot_rows
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::runtime_environment,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:484,,HIGH,runtime_environment
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::runtime_environment,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:495,,HIGH,runtime_environment
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::provision_runtime,src/sandbox/git_repo.py::GitRepoManager,CONSTRUCT,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:283,,HIGH,GitRepoManager
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::check_environment.record,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:338,provision and checks['api_ready']['ok'] and checks['database_roles']['ok'],HIGH,record
scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::execute,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py::runtime_environment,CALL,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:438,,HIGH,runtime_environment
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::metrics,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::numeric,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:88,,HIGH,numeric
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::build_summary,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::validate_balance,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:133,,HIGH,validate_balance
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::main,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::load,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:248,,HIGH,load
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::main,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::build_summary,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:249,,HIGH,build_summary
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::main,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::write_csv,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:254,,HIGH,write_csv
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::main,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::write_report,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:256,,HIGH,write_report
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::main,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:261,__name__ == '__main__',HIGH,main
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::metrics,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::average,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:90,,HIGH,average
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::metrics,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::percentile,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:91,,HIGH,percentile
scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::metrics,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py::percentile,CALL,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:92,,HIGH,percentile
