item_id,path,symbol,kind,question,evidence,needed_evidence,evidence_status
U-F-034,src/research_domain/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/research_domain/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-036,src/resources/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/resources/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-037,src/sandbox/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/sandbox/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-038,src/sandbox/tools/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/sandbox/tools/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-039,src/sandbox/tools/adapters/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/sandbox/tools/adapters/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-040,src/sandbox/tools/local/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/sandbox/sandbox_manager.py:21,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-041,src/sandbox/tools/routing/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/sandbox/sandbox_manager.py:23,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-042,src/sandbox/tools/skills/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/sandbox/tools/skills/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-043,src/sandbox/tools/skills/installer.py,,REACHABILITY,当前证据图未证明入口→具体调用/注册的完整链；可能是协议、未解析 DI/回调或历史/外部入口，不能判为无用。,src/sandbox/tools/skills/__init__.py:3,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-F-044,src/session/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/session/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-045,src/storage/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/storage/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-046,src/storage/protocols.py,,REACHABILITY,当前证据图未证明入口→具体调用/注册的完整链；可能是协议、未解析 DI/回调或历史/外部入口，不能判为无用。,src/storage/__init__.py:7;src/storage/file_store.py:13;src/storage/redis.py:21,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-F-047,src/web_api/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/web_api/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-048,src/web_artifacts/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/web_artifacts/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-049,src/web_domain/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/web_domain/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-F-050,src/workspace/__init__.py,,REACHABILITY,包初始化/重导出有静态引用；没有把模块加载等同业务调用。请结合依赖表检查导入副作用。,src/workspace/__init__.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,STRUCTURAL_ROLE_KNOWN_RUNTIME_NOT_ASSERTED
U-S-051,src/account/account_service.py,AccountService;AccountService.__init__;AccountService._load;AccountService._save;AccountService.resolve;AccountService.bind_channel;AccountService.get_account;AccountService.list_all_ids;AccountService.find_by_binding,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/account/account_service.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-053,src/account/registration_service.py,RegistrationError,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/account/registration_service.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-054,src/agent/protocol.py,ActionRequest.to_assistant_tool_call;ActionRequest.to_model_event_tool_call;BrainDecision.has_actions;BrainDecision.model_event_tool_calls;ActionResult.display_result;ActionResult.failed,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/agent/protocol.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-055,src/agent_execution/brain_action_loop.py,DefaultBrainActionLoop._consume_detached_result,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/agent_execution/brain_action_loop.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-056,src/agent_execution/facade.py,ExecutionContextProvider;ExecutionContextProvider.recall_long_term;ExecutionContextProvider.compose;ExecutionControl;ExecutionControl.deadline;ExecutionControl.raise_if_cancelled;ExecutionControl.heartbeat;EventSink;EventSink.trace_start;EventSink.trace_end;ExecutionAuditSink;NullExecutionAuditSink.model_step;NullExecutionAuditSink.tool_result;NullExecutionAuditSink.authorize_tool_intent;ExecutionAuditSinkFactory;BrainActionLoop,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/agent_execution/facade.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-057,src/agent_workflows/contracts.py,strategy_for_profile,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/agent_workflows/contracts.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-058,src/channels/official_qq.py,OfficialQQChannel.send_message;OfficialQQChannel._build_send_payload;OfficialQQChannel._rate_limit;OfficialQQChannel.stop_monitor,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/channels/official_qq.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-060,src/common/types.py,StopReason;ErrorSeverity;Event.to_dict;UnifiedMessage.to_event;ToolCall.to_dict;ToolCall.from_dict;ToolResult;ToolResult.to_dict;SessionMetadata;SessionMetadata.to_dict,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/common/types.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-061,src/file_domain/approvals.py,FileActionApprovalService.request;FileActionApprovalService.cancel;FileActionApprovalService.consume,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/file_domain/approvals.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-062,src/file_domain/models.py,NormalizedBlock;NormalizedTable;NormalizedTable.__post_init__;NormalizedDocument;DocumentPatch;DocumentPatch.__post_init__,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/file_domain/models.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-064,src/file_domain/providers.py,FastTextViewProvider;FastTextViewProvider.convert;StructuredDocumentProvider;StructuredDocumentProvider.parse;ConversionProvider;ConversionProvider.convert,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/file_domain/providers.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-066,src/memory/hindsight_client.py,HindsightMetrics.snapshot;HindsightMetrics.snapshot._avg;HindsightMetrics.reset;MemoryItem;MemoryItem.from_recall_result;MemoryItem.from_dict;HindsightClient.retain;HindsightClient.recall;HindsightClient._build_recall_tags;HindsightClient.get_metrics;HindsightClient.log_metrics;HindsightClient.recall_formatted,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/memory/hindsight_client.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-068,src/orchestration/config.py,ChannelsConfig;ModelsConfig.has_category;ModelsConfig.get_chain;ModelsConfig.resolve_endpoint;ModelsConfig.resolve_endpoint._deep_merge;TemporalConfig;RedisConfig;SchedulerConfig;SandboxConfig;WorkspaceConfig;HindsightConfig;ResearchConfig;SessionConfig;MultiAgentConfig;AgentConfig;AppConfig._resolve_data_paths;AppConfig._apply_env_overrides,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/orchestration/config.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-069,src/orchestration/research_workflow.py,ResearchStageRef,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/orchestration/research_workflow.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-070,src/orchestration/web_dispatcher.py,WorkflowExecutionStore;TemporalWebClient;CancellationFinalizer,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/orchestration/web_dispatcher.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-071,src/orchestration/web_reconciler.py,ReconcileStore;TemporalInspector,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/orchestration/web_reconciler.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-072,src/orchestration/web_workflow.py,RunAuthority,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/orchestration/web_workflow.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-074,src/persistence/uow.py,retryable_transaction;retryable_transaction.wrapped,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/persistence/uow.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-075,src/research_domain/models.py,SourceStrategy.to_dict;SourceRecord,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/research_domain/models.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-076,src/research_domain/persistence.py,ResearchRepository.evidence_sources,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/research_domain/persistence.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-077,src/research_domain/providers.py,SourceCanonicalizer;SourceCanonicalizer.canonicalize;SourceDiscoveryProvider;SourceDiscoveryProvider.discover;BrowserFetchProvider;SourceContentProvider;SourceContentProvider.fetch;ResearchSynthesisProvider;ResearchSynthesisProvider.synthesize,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/research_domain/providers.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-079,src/sandbox/sandbox_manager.py,SandboxManager.bind_run_file_scope;SandboxManager.get_run_file_scope;SandboxManager.unbind_run_file_scope;SandboxManager.get_sandbox;SandboxManager.destroy_sandbox;SandboxManager.list_sandboxes;SandboxManager.get_sandbox_count;SandboxManager.cleanup_idle_sandboxes,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/sandbox/sandbox_manager.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-080,src/sandbox/tools/adapters/mcp.py,MCPSession.__aenter__;MCPSession.__aexit__;MCPSession.is_connected;MCPSessionSSE.__aenter__;MCPSessionSSE.__aexit__;MCPSessionSSE.is_connected;MCPSessionStdio.disconnect;MCPSessionStdio.__aenter__;MCPSessionStdio.__aexit__;MCPSessionStdio._try_ping;MCPSessionStdio.is_connected;_transform_extract_content;MCPToolManager.disconnect;MCPToolManager._stop_keepalive;MCPToolManager.server_count;MCPToolManager.__aenter__;MCPToolManager.__aexit__,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/sandbox/tools/adapters/mcp.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-083,src/sandbox/tools/registry.py,ToolRegistry.unregister;ToolRegistry.require;ToolRegistry.list_registered;ToolRegistry.has;ToolRegistry.get_metadata;ToolRegistry.clear,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/sandbox/tools/registry.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-084,src/session/store.py,SessionStore.get_active_session_id;SessionStore.recall_memories;SessionStore.retain_memories;SessionStore._checkpoint_path;SessionStore.write_checkpoint;SessionStore.load_latest_checkpoint;SessionStore.load_latest_checkpoint._turn_from_name;SessionStore.get_in_session_summary;SessionStore.set_in_session_summary;_clean_recall_query,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/session/store.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-085,src/storage/tenant_file_store.py,TenantFileStore.stage;TenantFileReader.open,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/storage/tenant_file_store.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-086,src/web_api/app.py,BodyLimitMiddleware.__call__.limited_receive;BodyTooLarge;create_app.validation_error;create_app.http_error;create_app.cursor_error;create_app.domain_error;create_app.unhandled_error;create_app.unauthenticated;create_app.csrf_invalid;create_app.invalid_key;create_app.run_events.auth_check,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/web_api/app.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-087,src/web_domain/errors.py,DomainError;PreconditionRequired,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/web_domain/errors.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-088,src/web_domain/services.py,CommandResult.__getitem__;CommandResult.__iter__;CommandResult.__len__,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/web_domain/services.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-S-090,src/workspace/file_scope.py,RunFileInput;RunFileScope.model_manifest;RunFileWorkspace.load_rows;RunFileWorkspace.prepare;RunFileWorkspace.prepare_rows;RunFileWorkspace._logical_name;RunFileWorkspace._remove_stale_run_root,SYMBOL_COVERAGE,具体符号缺少完整运行证据；定义/类型/私有方法不等同执行入口,src/workspace/file_scope.py:1,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-DEPLOY,docker-compose.yaml,,EXTERNAL_OR_PRODUCT,未读取私有 .env / 运行容器配置；部署实际开关、凭证有效性、服务存活不能由仓库默认值确认,docker-compose.yaml:451,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
U-HISTORY,src/orchestration/web_workers.py,,EXTERNAL_OR_PRODUCT,注册事实已证；未取得真实 Temporal histories/replay/rollback 存量，不能证明任何旧 Workflow 可退役,src/orchestration/web_workers.py:163,对应绑定/调用链、外部部署/历史或数据证据；不得由 import 数量推断,OPEN
