proof_id,path,root,target,chain,evidence,gates,confidence
PROOF:src/agent_workflows/agent_step.py,src/agent_workflows/agent_step.py,R1,src/agent_workflows/agent_step.py::AgentStepWorkflow,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> ROOT:WEB_AGENT -> src/agent_workflows/agent_step.py::AgentStepWorkflow,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_workers.py:187;src/orchestration/worker.py:930,WEB_REAL_AGENT_ENABLED;WEB_REAL_AGENT_ENABLED; definitions independent of durable start flag;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/agent_workflows/contracts.py,src/agent_workflows/contracts.py,R1,src/agent_workflows/contracts.py::ContextBootstrapResult,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/agent_activities/runtime.py::DurableAgentActivities.context_bootstrap -> src/agent_workflows/contracts.py::ContextBootstrapResult,src/Dockerfile:51;docker-compose.yaml:410;src/agent_activities/runtime.py:285;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:345;src/orchestration/worker.py:931,config.temporal.web_real_agent_enabled;previous is not None;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/agent_workflows/plan_execute.py,src/agent_workflows/plan_execute.py,R1,src/agent_workflows/plan_execute.py::PlanAndExecuteWorkflow,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> ROOT:WEB_AGENT -> src/agent_workflows/plan_execute.py::PlanAndExecuteWorkflow,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_workers.py:186;src/orchestration/worker.py:930,WEB_REAL_AGENT_ENABLED;WEB_REAL_AGENT_ENABLED; definitions independent of durable start flag;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/agent_workflows/react.py,src/agent_workflows/react.py,R1,src/agent_workflows/react.py::ReactAgentWorkflow,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> ROOT:WEB_AGENT -> src/agent_workflows/react.py::ReactAgentWorkflow,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/web_workers.py:185;src/orchestration/worker.py:930,WEB_REAL_AGENT_ENABLED;WEB_REAL_AGENT_ENABLED; definitions independent of durable start flag;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/agent_workflows/tool_execution.py,src/agent_workflows/tool_execution.py,R2,src/agent_workflows/tool_execution.py::tool_execution_workflow_id,DEPLOY:hpagent-api -> src/web_api/__main__.py::main -> src/web_api/app.py::create_app -> src/web_api/app.py::create_app.cancel_run -> src/web_domain/services.py::CommandService.cancel_run -> src/agent_workflows/tool_execution.py::tool_execution_workflow_id,src/Dockerfile.web-api:10;docker-compose.yaml:635;src/web_api/__main__.py:21;src/web_api/app.py:1111;src/web_api/app.py:1113;src/web_domain/services.py:264,"NOT run['status'] == 'cancelled' && NOT run['status'] == 'queued' and (not self.workflows.has_current(uow, run_id));request POST /api/v1/runs/{run_id}/cancel;valid WebSettings / database",MEDIUM
PROOF:src/application/context_assembly.py,src/application/context_assembly.py,R1,src/application/context_assembly.py::ContextAssemblyService,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/application/context_assembly.py::ContextAssemblyService,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:211;src/orchestration/worker.py:931,config.temporal.web_real_agent_enabled;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/conversation.py,src/application/conversation.py,R1,src/application/conversation.py::ConversationService,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/application/conversation.py::ConversationService,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:971,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/identity_commands.py,src/application/identity_commands.py,R1,src/application/identity_commands.py::IdentityCommandService,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/application/identity_commands.py::IdentityCommandService,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:988,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/ingress.py,src/application/ingress.py,R1,src/application/ingress.py::MessageIngressService,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/application/ingress.py::MessageIngressService,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:984,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/memory.py,src/application/memory.py,R1,src/application/memory.py::TurnMemoryService.archive_events,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/harness/activities.py::archive_session_activity -> src/application/session_archive.py::SessionArchiveService.archive -> src/application/memory.py::TurnMemoryService.archive_events,src/Dockerfile:51;docker-compose.yaml:410;src/application/session_archive.py:43;src/bootstrap/qq.py:80;src/entrypoint.sh:5;src/harness/activities.py:72;src/main.py:75;src/main.py:80;src/orchestration/worker.py:917,injected concrete service; request/config branch;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/memory_reflection.py,src/application/memory_reflection.py,R1,src/application/memory_reflection.py::MemoryReflectionService.reflect,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/harness/activities.py::reflect_activity -> src/application/memory_reflection.py::MemoryReflectionService.reflect,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/harness/activities.py:83;src/main.py:75;src/main.py:80;src/orchestration/worker.py:918,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/memory_retention.py,src/application/memory_retention.py,R1,src/application/memory_retention.py::MemoryRetentionService,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::compose_web_workers -> src/application/memory_retention.py::MemoryRetentionService,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:378;src/orchestration/worker.py:931,config.temporal.web_real_agent_enabled;deps.hindsight_client is not None;valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/metrics.py,src/application/metrics.py,R1,src/application/metrics.py::MetricsSnapshotService.snapshot,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/harness/activities.py::metrics_report_activity -> src/application/metrics.py::MetricsSnapshotService.snapshot,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/harness/activities.py:95;src/main.py:75;src/main.py:80;src/orchestration/worker.py:920,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/reply.py,src/application/reply.py,R1,src/application/reply.py::ReplyService,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/bootstrap/qq.py::build_qq_runtime -> src/application/reply.py::ReplyService,src/Dockerfile:51;docker-compose.yaml:410;src/bootstrap/qq.py:82;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:810;src/orchestration/worker.py:855,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/application/session_archive.py,src/application/session_archive.py,R1,src/application/session_archive.py::SessionArchiveService.archive,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/harness/activities.py::archive_session_activity -> src/application/session_archive.py::SessionArchiveService.archive,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/harness/activities.py:72;src/main.py:75;src/main.py:80;src/orchestration/worker.py:917,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/bootstrap/qq.py,src/bootstrap/qq.py,R1,src/bootstrap/qq.py::build_qq_runtime,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/bootstrap/qq.py::build_qq_runtime,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:810;src/orchestration/worker.py:855,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/brain/engine.py,src/brain/engine.py,R1,src/brain/engine.py::BrainEngine,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/orchestration/worker.py::init_dependencies -> src/bootstrap/qq.py::build_qq_runtime -> src/brain/engine.py::BrainEngine,src/Dockerfile:51;docker-compose.yaml:410;src/bootstrap/qq.py:81;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:810;src/orchestration/worker.py:855,valid config; agent.mode=single; selected channel,HIGH
PROOF:src/channels/napcat.py,src/channels/napcat.py,R1,src/channels/napcat.py::NapCatChannel,DEPLOY:hpagent -> src/entrypoint.sh -> src/main.py::main -> src/main.py::main_async -> src/orchestration/worker.py::start_worker -> src/channels/napcat.py::NapCatChannel,src/Dockerfile:51;docker-compose.yaml:410;src/entrypoint.sh:5;src/main.py:75;src/main.py:80;src/orchestration/worker.py:947,channels.enabled contains napcat;valid config; agent.mode=single; selected channel,HIGH
