entity_id,granularity,path,symbol,language,structural_parent,logical_owner,capability,responsibility,owns,provides_to,imports_out,imported_by,fan_out,fan_in,instantiated_by,called_by,runtime_roots,reachability_class,config_gates,docker_profiles,temporal_registration,dynamic_registration,data_reads,data_writes,external_dependencies,side_effects,test_refs,script_refs,doc_refs,fact_flags,evidence,confidence,unresolved_reason,loc,static_root_candidates,proof_id,entity_role,reachability_basis,transitive_data_reads,transitive_data_writes,state_effect_basis
file:docker-compose.yaml,asset,docker-compose.yaml,,yaml,.,Repository / operations,NONE,文件资产：deployment_configuration,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,docs/architecture/single_agent/02_container.md:3;docs/operations/daily-research-r0-r6-runtime-acceptance.md:1157;docs/operations/daily-research-r0-r6-runtime-acceptance.md:1205;docs/operations/daily-research-r0-r6-runtime-acceptance.md:71;docs/operations/file-assistant-f0-f3-runtime-closure-handoff.md:111;docs/operations/file-assistant-f0-f3-runtime-closure-handoff.md:170;docs/operations/file-assistant-f0-f3-runtime-closure-handoff.md:61,LARGE_HOTSPOT,docker-compose.yaml:1,MEDIUM,,964,,,repository_asset,,,,
file:persistence/docker-init/01-roles.sql,asset,persistence/docker-init/01-roles.sql,,sql,persistence/docker-init,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/docker-init/01-roles.sql:1,HIGH,,3,,,repository_asset,,,,
file:persistence/migrations/001_phase_a_schema.sql,asset,persistence/migrations/001_phase_a_schema.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/001_phase_a_schema.sql:1,HIGH,,192,,,repository_asset,,,,
file:persistence/migrations/002_fix_constraint_trigger_target.sql,asset,persistence/migrations/002_fix_constraint_trigger_target.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/002_fix_constraint_trigger_target.sql:1,HIGH,,27,,,repository_asset,,,,
file:persistence/migrations/003_runtime_permissions.sql,asset,persistence/migrations/003_runtime_permissions.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/003_runtime_permissions.sql:1,HIGH,,15,,,repository_asset,,,,
file:persistence/migrations/004_complete_deferred_invariants.sql,asset,persistence/migrations/004_complete_deferred_invariants.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/004_complete_deferred_invariants.sql:1,HIGH,,88,,,repository_asset,,,,
file:persistence/migrations/005_api_workflow_read.sql,asset,persistence/migrations/005_api_workflow_read.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/005_api_workflow_read.sql:1,HIGH,,4,,,repository_asset,,,,
file:persistence/migrations/006_worker_conversation_lock.sql,asset,persistence/migrations/006_worker_conversation_lock.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/006_worker_conversation_lock.sql:1,HIGH,,4,,,repository_asset,,,,
file:persistence/migrations/007_referenced_object_invariants.sql,asset,persistence/migrations/007_referenced_object_invariants.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/007_referenced_object_invariants.sql:1,HIGH,,71,,,repository_asset,,,,
file:persistence/migrations/008_retry_reverse_and_terminal_transitions.sql,asset,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/008_retry_reverse_and_terminal_transitions.sql:1,HIGH,,93,,,repository_asset,,,,
file:persistence/migrations/009_worker_identity_read.sql,asset,persistence/migrations/009_worker_identity_read.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/009_worker_identity_read.sql:1,HIGH,,7,,,repository_asset,,,,
file:persistence/migrations/010_web_artifacts.sql,asset,persistence/migrations/010_web_artifacts.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/010_web_artifacts.sql:1,HIGH,,127,,,repository_asset,,,,
file:persistence/migrations/011_artifact_api_lock_permission.sql,asset,persistence/migrations/011_artifact_api_lock_permission.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/011_artifact_api_lock_permission.sql:1,HIGH,,7,,,repository_asset,,,,
file:persistence/migrations/012_self_service_identity.sql,asset,persistence/migrations/012_self_service_identity.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/012_self_service_identity.sql:1,HIGH,,67,,,repository_asset,,,,
file:persistence/migrations/013_identity_consolidation_trigger_security.sql,asset,persistence/migrations/013_identity_consolidation_trigger_security.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/013_identity_consolidation_trigger_security.sql:1,HIGH,,11,,,repository_asset,,,,
file:persistence/migrations/014_durable_agent_control_plane.sql,asset,persistence/migrations/014_durable_agent_control_plane.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/014_durable_agent_control_plane.sql:1,HIGH,,103,,,repository_asset,,,,
file:persistence/migrations/015_durable_agent_hardening.sql,asset,persistence/migrations/015_durable_agent_hardening.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/015_durable_agent_hardening.sql:1,HIGH,,22,,,repository_asset,,,,
file:persistence/migrations/016_agent_trace.sql,asset,persistence/migrations/016_agent_trace.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/016_agent_trace.sql:1,HIGH,,69,,,repository_asset,,,,
file:persistence/migrations/017_file_workspace_p0.sql,asset,persistence/migrations/017_file_workspace_p0.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/017_file_workspace_p0.sql:1,HIGH,,167,,,repository_asset,,,,
file:persistence/migrations/018_file_upload_contract.sql,asset,persistence/migrations/018_file_upload_contract.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/018_file_upload_contract.sql:1,HIGH,,20,,,repository_asset,,,,
file:persistence/migrations/019_file_orphan_cleanup.sql,asset,persistence/migrations/019_file_orphan_cleanup.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/019_file_orphan_cleanup.sql:1,HIGH,,6,,,repository_asset,,,,
file:persistence/migrations/020_restore_artifact_idempotency_operations.sql,asset,persistence/migrations/020_restore_artifact_idempotency_operations.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/020_restore_artifact_idempotency_operations.sql:1,HIGH,,12,,,repository_asset,,,,
file:persistence/migrations/021_research_r0_r2.sql,asset,persistence/migrations/021_research_r0_r2.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,docs/operations/daily-research-r0-r6-runtime-acceptance.md:1174;docs/operations/daily-research-r0-r6-runtime-acceptance.md:155;docs/operations/daily-research-r0-r6-runtime-acceptance.md:214;docs/operations/daily-research-r0-r6-runtime-acceptance.md:221,,persistence/migrations/021_research_r0_r2.sql:1,HIGH,,217,,,repository_asset,,,,
file:persistence/migrations/022_research_r3_r4.sql,asset,persistence/migrations/022_research_r3_r4.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,docs/operations/daily-research-r0-r6-runtime-acceptance.md:1175;docs/operations/daily-research-r0-r6-runtime-acceptance.md:156;docs/operations/daily-research-r0-r6-runtime-acceptance.md:215;docs/operations/daily-research-r0-r6-runtime-acceptance.md:222,,persistence/migrations/022_research_r3_r4.sql:1,HIGH,,149,,,repository_asset,,,,
file:persistence/migrations/023_research_r5_r6.sql,asset,persistence/migrations/023_research_r5_r6.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,docs/operations/daily-research-r0-r6-runtime-acceptance.md:1176;docs/operations/daily-research-r0-r6-runtime-acceptance.md:157,,persistence/migrations/023_research_r5_r6.sql:1,HIGH,,46,,,repository_asset,,,,
file:persistence/migrations/024_research_run_strategy.sql,asset,persistence/migrations/024_research_run_strategy.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/024_research_run_strategy.sql:1,HIGH,,18,,,repository_asset,,,,
file:persistence/migrations/025_file_document_worker.sql,asset,persistence/migrations/025_file_document_worker.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/025_file_document_worker.sql:1,HIGH,,25,,,repository_asset,,,,
file:persistence/migrations/026_file_document_ownership.sql,asset,persistence/migrations/026_file_document_ownership.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/026_file_document_ownership.sql:1,HIGH,,8,,,repository_asset,,,,
file:persistence/migrations/027_file_output_lineage.sql,asset,persistence/migrations/027_file_output_lineage.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/027_file_output_lineage.sql:1,HIGH,,39,,,repository_asset,,,,
file:persistence/migrations/028_file_lineage_immutability.sql,asset,persistence/migrations/028_file_lineage_immutability.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/028_file_lineage_immutability.sql:1,HIGH,,32,,,repository_asset,,,,
file:persistence/migrations/029_file_action_approvals.sql,asset,persistence/migrations/029_file_action_approvals.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/029_file_action_approvals.sql:1,HIGH,,53,,,repository_asset,,,,
file:persistence/migrations/030_research_web_file_composition.sql,asset,persistence/migrations/030_research_web_file_composition.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/030_research_web_file_composition.sql:1,HIGH,,23,,,repository_asset,,,,
file:persistence/migrations/031_persistent_web_file_foundation.sql,asset,persistence/migrations/031_persistent_web_file_foundation.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/031_persistent_web_file_foundation.sql:1,HIGH,,73,,,repository_asset,,,,
file:persistence/migrations/032_durable_approval_wait.sql,asset,persistence/migrations/032_durable_approval_wait.sql,,sql,persistence/migrations,Database schema / migration,MULTIPLE,文件资产：migration_schema,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,persistence/migrations/032_durable_approval_wait.sql:1,HIGH,,22,,,repository_asset,,,,
file:pyproject.toml,asset,pyproject.toml,,toml,.,Repository / operations,NONE,文件资产：deployment_configuration,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,pyproject.toml:1,MEDIUM,,25,,,repository_asset,,,,
file:requirements-dev.txt,asset,requirements-dev.txt,,txt,.,Repository / operations,NONE,文件资产：deployment_configuration,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,,,requirements-dev.txt:1,MEDIUM,,7,,,repository_asset,,,,
file:requirements.txt,asset,requirements.txt,,txt,.,Repository / operations,NONE,文件资产：deployment_configuration,,,,,0,0,,,,GENERATED_OR_DATA,,,,,,,,,,,docs/operations/daily-research-r0-r6-runtime-acceptance.md:1162;docs/operations/daily-research-r0-r6-runtime-acceptance.md:1207;docs/operations/daily-research-r0-r6-runtime-acceptance.md:1208,DUPLICATE_CONTENT,requirements.txt:1,MEDIUM,,30,,,repository_asset,,,,
file:scripts/backup.sh,file,scripts/backup.sh,,sh,scripts,Repository / operations,NONE,文件资产：backup_restore,,,,,0,0,,,,OPS_ADMIN,,,,,,,,,,,docs/operations/web-release.md:147;docs/operations/web-release.md:149;docs/operations/web-release.md:74,,scripts/backup.sh:1,MEDIUM,,38,,,repository_asset,,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:scripts/benchmarks/README.md,asset,scripts/benchmarks/README.md,,md,scripts/benchmarks,Repository / operations,NONE,文件资产：benchmark,,,,,0,0,,,,BENCHMARK,,,,,,,,,,,,,scripts/benchmarks/README.md:1,HIGH,,24,,,repository_asset,,,,
file:scripts/benchmarks/agent_strategy/README.md,asset,scripts/benchmarks/agent_strategy/README.md,,md,scripts/benchmarks/agent_strategy,Repository / operations,NONE,文件资产：benchmark,,,,,0,0,,,,BENCHMARK,,,,,,,,,,,,,scripts/benchmarks/agent_strategy/README.md:1,HIGH,,142,,,repository_asset,,,,
file:scripts/benchmarks/agent_strategy/agent_strategy.env.example,asset,scripts/benchmarks/agent_strategy/agent_strategy.env.example,,example,scripts/benchmarks/agent_strategy,Repository / operations,NONE,文件资产：benchmark,,,,,0,0,,,,BENCHMARK,,,,,,,,,,,,,scripts/benchmarks/agent_strategy/agent_strategy.env.example:1,HIGH,,13,,,repository_asset,,,,
file:scripts/benchmarks/agent_strategy/agent_strategy.sh,file,scripts/benchmarks/agent_strategy/agent_strategy.sh,,sh,scripts/benchmarks/agent_strategy,Repository / operations,NONE,文件资产：benchmark,,,,,0,0,,,,BENCHMARK,,,,,,,,,,,,,scripts/benchmarks/agent_strategy/agent_strategy.sh:1,HIGH,,13,,,repository_asset,,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py,file,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py,,py,scripts/benchmarks/agent_strategy,Repository / operations,NONE,Run the real HpAgent ReAct vs Plan-and-Execute benchmark.,HpAgentClient;append_record;classify_failure;completed_keys;default_branch;ensure_conversation_session;environment_record;file_hashes;finalize_session_branch;git;git_value;grade;load_manifest;main;manifest_digest;operation_metrics;parser;preflight;prepare_session_branch;preserve_interrupted_workspace;run;safe_materialize;utc_now,,external:__future__;external:argparse;external:collections;external:datetime;external:hashlib;external:httpx;external:json;external:os;external:pathlib;external:platform;external:psycopg;external:re;external:subprocess;external:sys;external:time;external:typing;external:uuid;external:yaml;src/web_domain/sessions.py,,19,0,,,,BENCHMARK,,,,,agent_operations@scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:324,,httpx;psycopg,external SDK use; see call evidence,,,,LARGE_HOTSPOT,scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:1;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:105;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:122;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:38;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:42;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:49;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:73;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:77;scripts/benchmarks/agent_strategy/agent_strategy_benchmark.py:93,HIGH,,618,,,source_module,,postgresql:agent_operations;postgresql:conversations;postgresql:sessions,postgresql:sessions,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:scripts/benchmarks/agent_strategy/agent_strategy_experiment.py,file,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py,,py,scripts/benchmarks/agent_strategy,Repository / operations,NONE,One-command environment gate and execution orchestration for experiment 3.,api_check;check_environment;command;database_check;database_urls;docker_services;dotenv;effective_config;execute;latest_pilot_rows;load_runtime;login;main;print_report;provider_connectivity;provision_runtime;retryable_pilot_strategies;runtime_environment;save_runtime;stream_command;worker_loaded_current_config,,external:__future__;external:argparse;external:asyncio;external:datetime;external:httpx;external:json;external:os;external:pathlib;external:platform;external:psycopg;external:secrets;external:signal;external:stat;external:subprocess;external:sys;external:time;external:typing;external:yaml;src/sandbox/git_repo.py,,19,0,,,,BENCHMARK,,,,,,,httpx;psycopg,external SDK use; see call evidence,,,,,scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:1;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:125;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:145;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:170;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:46;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:55;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:76;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:89;scripts/benchmarks/agent_strategy/agent_strategy_experiment.py:98,HIGH,,519,,,source_module,,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
file:scripts/benchmarks/agent_strategy/agent_strategy_tasks.yaml,asset,scripts/benchmarks/agent_strategy/agent_strategy_tasks.yaml,,yaml,scripts/benchmarks/agent_strategy,Repository / operations,NONE,文件资产：benchmark,,,,,0,0,,,,BENCHMARK,,,,,,,,,,,,,scripts/benchmarks/agent_strategy/agent_strategy_tasks.yaml:1,HIGH,,199,,,repository_asset,,,,
file:scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py,file,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py,,py,scripts/benchmarks/agent_strategy,Repository / operations,NONE,Validate and summarize completed Agent strategy benchmark JSONL records.,average;build_summary;fmt;load;main;metrics;numeric;percentile;validate_balance;write_csv;write_report,,external:__future__;external:argparse;external:collections;external:csv;external:json;external:math;external:pathlib;external:statistics;external:typing,,9,0,,,,BENCHMARK,,,,,,,,,,,,,scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:1;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:102;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:132;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:170;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:19;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:31;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:35;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:70;scripts/benchmarks/agent_strategy/summarize_agent_strategy_benchmark.py:74,HIGH,,261,,,source_module,,,,"DIRECT fields remain SQL literals; transitive fields are graph union, path gates apply, mutually exclusive branches may be combined; external/MCP effects not exhausted"
